file_name,ground_truth
0e28acf1-b5e0-4925-808d-028affe0517a.jpg,"# A榜模拟提交文档 001

这是选手提交文件的格式示例，不包含真实标准答案内容。

## 识别结果

模拟文本段落，用于验证 CSV 字段、Markdown 换行和评测入口。
"
11d2c468-8853-410c-906b-e62eba4861fd.jpg,"# A榜模拟提交文档 002

模拟结构化识别结果。

<table>
  <tr><td>项目</td><td>模拟值</td></tr>
  <tr><td>编号</td><td>002</td></tr>
</table>
"
14ed0d23-8f15-49d1-8f48-a616e5a7b750.jpg,"## A榜模拟提交文档 003

- 模拟条目一
- 模拟条目二

本文件仅用于平台参考输入测试，不含真实 GT。
"
1733e03c-d139-45a1-9ea5-8150aea75a98.jpg,"# A榜模拟提交文档 004

这是选手提交文件的格式示例，不包含真实标准答案内容。

## 识别结果

模拟文本段落，用于验证 CSV 字段、Markdown 换行和评测入口。
"
1c3ec669-c688-4bfe-915e-51b7143343fa.jpg,"# A榜模拟提交文档 005

模拟结构化识别结果。

<table>
  <tr><td>项目</td><td>模拟值</td></tr>
  <tr><td>编号</td><td>005</td></tr>
</table>
"
1eebc3ae-6617-40c6-80fa-2f5fa55042cd.jpg,"## A榜模拟提交文档 006

- 模拟条目一
- 模拟条目二

本文件仅用于平台参考输入测试，不含真实 GT。
"
2417b258-b6fc-442c-bab5-5df771c4a9bd.jpg,"# A榜模拟提交文档 007

这是选手提交文件的格式示例，不包含真实标准答案内容。

## 识别结果

模拟文本段落，用于验证 CSV 字段、Markdown 换行和评测入口。
"
295c0775-81a6-4e2e-9f0b-d856f372da24.jpg,"# A榜模拟提交文档 008

模拟结构化识别结果。

<table>
  <tr><td>项目</td><td>模拟值</td></tr>
  <tr><td>编号</td><td>008</td></tr>
</table>
"
2f76ff1e-6a22-48c7-8299-3b44ac156039.jpg,"## A榜模拟提交文档 009

- 模拟条目一
- 模拟条目二

本文件仅用于平台参考输入测试，不含真实 GT。
"
3ed0a71a-7641-4a48-8aab-9c618f1aa387.jpg,"# A榜模拟提交文档 010

这是选手提交文件的格式示例，不包含真实标准答案内容。

## 识别结果

模拟文本段落，用于验证 CSV 字段、Markdown 换行和评测入口。
"
483bd6bf-88b2-4c1c-8aed-8e639a3ae385.jpg,"# A榜模拟提交文档 011

模拟结构化识别结果。

<table>
  <tr><td>项目</td><td>模拟值</td></tr>
  <tr><td>编号</td><td>011</td></tr>
</table>
"
4c9f106a-f120-4217-8f42-2fe92d052116.jpg,"## A榜模拟提交文档 012

- 模拟条目一
- 模拟条目二

本文件仅用于平台参考输入测试，不含真实 GT。
"
5bd42e94-0a3c-4c8b-824e-c034b8cc6a14.jpg,"# A榜模拟提交文档 013

这是选手提交文件的格式示例，不包含真实标准答案内容。

## 识别结果

模拟文本段落，用于验证 CSV 字段、Markdown 换行和评测入口。
"
5c909fb8-61e7-406b-bc5e-db9f00d30c3a.jpg,"# A榜模拟提交文档 014

模拟结构化识别结果。

<table>
  <tr><td>项目</td><td>模拟值</td></tr>
  <tr><td>编号</td><td>014</td></tr>
</table>
"
5e289683-fb3a-41c0-b038-32093e977032.jpg,"## A榜模拟提交文档 015

- 模拟条目一
- 模拟条目二

本文件仅用于平台参考输入测试，不含真实 GT。
"
613ef75d-818d-403c-ab19-04f5b98ff90a.jpg,"# A榜模拟提交文档 016

这是选手提交文件的格式示例，不包含真实标准答案内容。

## 识别结果

模拟文本段落，用于验证 CSV 字段、Markdown 换行和评测入口。
"
